900	2487.564081
899	2498.342274
898	2514.05027
897	2521.917925
896	2531.765338
895	2544.588376
894	2552.491538
893	2562.383451
892	2574.272813
891	2585.189724
890	2592.146004
889	2601.100285
888	2607.076376
887	2616.050393
886	2622.039671
885	2629.033849
884	2635.034602
883	2639.038055
882	2645.047665
881	2650.059742
880	2653.068767
879	2658.086774
878	2662.103854
877	2663.108495
876	2668.133935
875	2670.145154
874	2669.13947
873	2669.13947
872	2672.156969
871	2671.150987
870	2672.156969
869	2671.150987
868	2668.133935
867	2664.113286
866	2663.108495
865	2663.108495
864	2659.090821
863	2658.086774
862	2654.072071
861	2645.047665
860	2618.046232
859	2607.076376
858	2597.119146
857	2560.403915
856	2535.708308
855	2506.191727
854	2495.401069
853	2477.780556
852	2485.606247
851	2463.131667
850	2450.461492
849	2452.40921
848	2420.343125
847	2400.982623
846	2395.185227
845	2380.71337
844	2367.234092
843	2346.106319
842	2338.439772
841	2331.738642
840	2310.720924
839	2285.015108
838	2266.036348
837	2249.946031
836	2241.443049
835	2229.179743
834	2207.537268
833	2185.027167
832	2178.475762
831	2163.52483
830	2145.813278
829	2128.147833
828	2114.233842
827	2104.973672
826	2080.034151
825	2065.298312
824	2052.43065
823	2033.174793
822	2013.973422
821	1998.469152
820	1977.549012
819	1965.753052
818	1948.549604
817	1922.375509
816	1910.674986
815	1896.301984
814	1878.378436
813	1864.966775
812	1852.473095
811	1845.344163
810	1839.112485
809	1823.1144
808	1812.469925
807	1800.957222
806	1796.534455
805	1783.283423
804	1777.990247
803	1773.582419
802	1769.177452
801	1763.895264
800	1759.496579
799	1756.858735
798	1761.25571
797	1766.535844
796	1770.058217
795	1773.582419
794	1782.400941
793	1796.534455
792	1811.583639
791	1819.564386
790	1841.782504
789	1870.328259
788	1896.301984
787	1929.585871
786	1963.940107
785	2006.672882
784	2050.594403
783	2098.499064
782	2154.197198
781	2215.057259
780	2282.164908
779	2364.349156
778	2452.40921
777	2549.526774
776	2654.072071
775	2767.39144
774	2891.981543
773	3030.558816
772	3182.863437
771	3346.43875
770	3523.17241
769	3716.35637
768	3930.927774
767	4158.765614
766	4402.304686
765	4660.302618
764	4943.948163
763	5242.907366
762	5564.885777
761	5902.905891
760	6256.943891
759	6630.474769
758	7021.949883
757	7435.369116
756	7851.835354
755	8281.731102
754	8721.059754
753	9161.953169
752	9602.695081
751	10044.18347
750	10471.80434
749	10897.6973
748	11319.66112
747	11712.18746
746	12084.37648
745	12439.86775
744	12770.31401
743	13075.60352
742	13356.30615
741	13613.71431
740	13849.85701
739	14072.88629
738	14264.51241
737	14438.87873
736	14588.65742
735	14741.81681
734	14868.09682
733	14978.23929
732	15083.93037
731	15172.22336
730	15242.41144
729	15319.81743
728	15378.45693
727	15437.60758
726	15490.62232
725	15544.05449
724	15591.15529
723	15638.58529
722	15672.66799
721	15713.79449
720	15755.17176
719	15789.8466
718	15831.69165
717	15866.76073
716	15902.01198
715	15930.34543
714	15958.79768
713	15994.53158
712	16030.45464
711	16066.56889
710	16102.87637
709	16146.70333
708	16183.44328
707	16220.38322
706	16250.08065
705	16294.87191
704	16324.89785
703	16370.18735
702	16415.78115
701	16454.0114
700	16507.89819
699	16546.65244
698	16585.62929
697	16640.57576
696	16688.02946
695	16735.81734
694	16783.94415
693	16824.31221
692	16881.234
691	16938.63732
690	16988.22963
689	17038.18704
688	17088.51497
687	17147.70657
686	17198.85645
685	17267.66161
684	17319.72722
683	17372.19541
682	17433.92547
681	17496.22225
680	17550.0785
679	17622.55824
678	17686.61935
677	17742.01436
676	17816.5849
675	17882.51319
674	17949.0883
673	18025.98262
672	18093.98743
671	18172.55098
670	18242.04824
669	18312.26462
668	18383.21517
667	18475.5411
666	18527.38132
665	18621.70355
664	18695.98257
663	18771.08366
662	18857.94375
661	18945.93009
660	19035.07227
659	19114.044
658	19205.43732
657	19286.42883
656	19368.3987
655	19475.2647
654	19559.56208
653	19657.20191
652	19756.26719
651	19856.80016
650	19958.84496
649	20049.41057
648	20154.41617
647	20261.07222
646	20355.79152
645	20465.68625
644	20577.39003
643	20690.96341
642	20791.92374
641	20909.17679
640	21028.49153
639	21134.64109
638	21258.02361
637	21383.69111
636	21495.59225
635	21609.36967
634	21741.78073
