633	21876.827
632	21979.9052
631	22119.82462
630	22262.68992
629	22390.21303
628	22520.17859
627	22671.82403
626	22807.35196
625	22925.71283
624	23086.80885
623	23251.82248
622	23378.27058
621	23528.83447
620	23682.81501
619	23840.37087
618	24001.67205
617	24166.90094
616	24336.25361
615	24484.85483
614	24662.43864
613	24818.44209
612	24978.11655
611	25169.27993
610	25337.5328
609	25510.06373
608	25687.09598
607	25868.87072
606	26055.64906
605	26247.71428
604	26445.37441
603	26614.6064
602	26823.4183
601	27038.86025
600	27223.77227
599	27452.53049
598	27649.2356
597	27893.06487
596	28103.16993
595	28276.06722
594	28543.96456
593	28775.58606
592	28966.74944
591	29213.53487
590	29469.63512
589	29681.71023
588	29956.47859
587	30184.59591
586	30420.64932
585	30665.21097
584	30918.9172
583	31182.47853
582	31456.69165
581	31742.45393
580	31964.96079
579	32273.4617
578	32514.40481
577	32764.21895
576	33112.28762
575	33385.58031
574	33670.34312
573	33967.58121
572	34278.43791
571	34604.22133
570	34946.4376
569	35306.83298
568	35558.18954
567	35953.59368
566	36230.60567
565	36519.40888
564	36977.05538
563	37300.25224
562	37639.61552
561	37996.84806
560	38373.93681
559	38773.21969
558	39197.47353
557	39650.03128
556	39888.15576
555	40391.04144
554	40657.18736
553	41223.00256
552	41524.64561
551	41840.32352
550	42519.47499
549	42886.36711
548	43274.2356
547	43685.62527
546	44123.57408
545	44591.74944
544	45094.63512
543	45637.79303
542	46228.23929
541	46228.23929
540	46875
539	47589.96079
538	47589.96079
537	48389.21895
536	49295.34312
535	49295.34312
534	50341.38671
533	50341.38671
532	50341.38671
531	51578.59368
530	51578.59368
529	53092.81264
528	53092.81264
527	53092.81264
526	55044.9804
525	55044.9804
524	55044.9804
523	55044.9804
522	57796.40632
521	57796.40632
520	57796.40632
519	57796.40632
518	57796.40632
517	57796.40632
516	62500
515	62500
514	62500
513	62500
512	62500
511	62500
510	62500
509	62500
508	62500
507	62500
506	62500
505	62500
504	62500
503	62500
502	62500
501	62500
500	62500
499	62500
498	62500
497	62500
496	62500
495	62500
494	62500
493	62500
492	62500
491	62500
490	62500
489	62500
488	62500
487	62500
486	#NUM!
485	#NUM!
484	#NUM!
483	#NUM!
482	#NUM!
481	#NUM!
480	#NUM!
479	#NUM!
478	#NUM!
477	#NUM!
476	#NUM!
475	#NUM!
474	#NUM!
473	#NUM!
472	#NUM!
471	#NUM!
470	#NUM!
469	#NUM!
468	#NUM!
467	#NUM!
466	#NUM!
465	#NUM!
464	#NUM!
463	#NUM!
462	#NUM!
461	#NUM!
460	#NUM!
459	#NUM!
